sanctionCountry,sanctionedName,sanctionReason,sanctionList,sdnType
Russia,BANK NATIONAL FACTORING COMPANY JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,SOVCOMBANK FACTORING LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY SOVCOMFLOT,Sanctioned by OFAC,OFAC,Entity
Russia,BEST2PAY LIMITED,Sanctioned by OFAC,OFAC,Entity
Belarus,INDUSTRIAL-COMMERCIAL PRIVATE UNITARY ENTERPRISE MINOTOR-SERVICE,Sanctioned by OFAC,OFAC,Entity
Russia,GMCS MANAGEMENT LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Belarus,KHRENIN,Sanctioned by OFAC,OFAC,Individual
Russia,SEPTEM CAPITAL LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Belarus,BANK DABRABYT JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY SOVCOMBANK LIFE,Sanctioned by OFAC,OFAC,Entity
Belarus,BELARUSSIAN BANK OF DEVELOPMENT AND RECONSTRUCTION BELINVESTBANK JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,MOBILNYE PLATEZHI LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,RUSKONSALT,Sanctioned by OFAC,OFAC,Entity
Russia,SOLLERS-FINANCE LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Belarus,CJSC BELBIZNESLIZING,Sanctioned by OFAC,OFAC,Entity
Russia,SOVCOMBANK ASSET MANAGEMENT LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Belarus,LIMITED LIABILITY COMPANY BELINVEST-ENGINEERING,Sanctioned by OFAC,OFAC,Entity
Cyprus,SOVCOMBANK SECURITIES LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,SOVCOMBANK TECHNOLOGIES LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,SOVKOM FAKTORING,Sanctioned by OFAC,OFAC,Entity
Russia,SOVKOM LIZING,Sanctioned by OFAC,OFAC,Entity
Russia,SOVCOMCARD LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,TSIFROVYE TEKHNOLOGII BUDUSHCHEGO LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,USM LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO SOVKOMBANK STRAKHOVANIE,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT STOCK COMPANY KB VOSTOCHNY,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO RTS-KHOLDING,Sanctioned by OFAC,OFAC,Entity
Belarus,MINSK WHEEL TRACTOR PLANT,Sanctioned by OFAC,OFAC,Entity
Belarus,RYMASHEUSKI,Sanctioned by OFAC,OFAC,Individual
Belarus,VETSIANEVICH,Sanctioned by OFAC,OFAC,Individual
Belarus,LLC SYNESIS,Sanctioned by OFAC,OFAC,Entity
Belarus,LLC 24X7 PANOPTES,Sanctioned by OFAC,OFAC,Entity
Belarus,SHATROU,Sanctioned by OFAC,OFAC,Individual
Belarus,STATE OWNED FOREIGN TRADE UNITARY ENTERPRISE BELSPETSVNESHTECHNIKA,Sanctioned by OFAC,OFAC,Entity
Belarus,OKB TSP SCIENTIFIC PRODUCTION LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Belarus,STATE AUTHORITY FOR MILITARY INDUSTRY OF THE REPUBLIC OF BELARUS,Sanctioned by OFAC,OFAC,Entity
Belarus,PANTUS,Sanctioned by OFAC,OFAC,Individual
Belarus,RASSALAI,Sanctioned by OFAC,OFAC,Individual
Belarus,ZAITSAU,Sanctioned by OFAC,OFAC,Individual
Belarus,OOO SOKHRA,Sanctioned by OFAC,OFAC,Entity
Russia,GREF,Sanctioned by OFAC,OFAC,Individual
Russia,VEDYAKHIN,Sanctioned by OFAC,OFAC,Individual
Russia,ODNA RODYNA,Sanctioned by OFAC,OFAC,Entity
Russia,RHYTHM OF EURASIA,Sanctioned by OFAC,OFAC,Entity
Russia,JOURNAL KAMERTON,Sanctioned by OFAC,OFAC,Entity
Russia,ORIENTAL REVIEW,Sanctioned by OFAC,OFAC,Entity
Russia,NEW EASTERN OUTLOOK,Sanctioned by OFAC,OFAC,Entity
Russia,GEOPOLITICA,Sanctioned by OFAC,OFAC,Entity
Russia,UNITED WORLD INTERNATIONAL,Sanctioned by OFAC,OFAC,Entity
Ukraine,KNYRIK,Sanctioned by OFAC,OFAC,Individual
Ukraine,FEDIN,Sanctioned by OFAC,OFAC,Individual
Russia,MAMAKOVA,Sanctioned by OFAC,OFAC,Individual
Russia,PROKOFYEV,Sanctioned by OFAC,OFAC,Individual
Russia,DUGINA,Sanctioned by OFAC,OFAC,Individual
Russia,KRASOVSKIY,Sanctioned by OFAC,OFAC,Individual
Russia,TACTICAL MISSILES CORPORATION JSC,Sanctioned by OFAC,OFAC,Entity
Russia,SKOROKHODOVA,Sanctioned by OFAC,OFAC,Individual
Guatemala,SUNIGA MORFIN,Sanctioned by OFAC,OFAC,Individual
Russia,PSB LIZING OOO,Sanctioned by OFAC,OFAC,Entity
Unknown,BALTIC LEADER,Sanctioned by OFAC,OFAC,Vessel
Unknown,LINDA,Sanctioned by OFAC,OFAC,Vessel
Unknown,PEGAS,Sanctioned by OFAC,OFAC,Vessel
Unknown,FESCO MONERON,Sanctioned by OFAC,OFAC,Vessel
Unknown,FESCO MAGADAN,Sanctioned by OFAC,OFAC,Vessel
Belarus,KARPENKA,Sanctioned by OFAC,OFAC,Individual
Belarus,BALDOUSKAYA,Sanctioned by OFAC,OFAC,Individual
Belarus,DUK,Sanctioned by OFAC,OFAC,Individual
Belarus,KUNTSEVICH,Sanctioned by OFAC,OFAC,Individual
Belarus,TKACHOU,Sanctioned by OFAC,OFAC,Individual
Belarus,FEDASENKA,Sanctioned by OFAC,OFAC,Individual
Belarus,YUZHYK,Sanctioned by OFAC,OFAC,Individual
Yemen,ALALAMIYAH EXPRESS COMPANY FOR EXCHANGE AND REMITTANCE,Sanctioned by OFAC,OFAC,Entity
Yemen,AL HADHA EXCHANGE CO.,Sanctioned by OFAC,OFAC,Entity
Lebanon,SAADE,Sanctioned by OFAC,OFAC,Individual
Guinea,TAHER,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,STAVRIDIS,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,FANI OIL TRADING FZE,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,AURUM SHIP MANAGEMENT FZC,Sanctioned by OFAC,OFAC,Entity
India,SINGH,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,PERIDOT SHIPPING AND TRADING LLC,Sanctioned by OFAC,OFAC,Entity
Belarus,VOLFOVICH,Sanctioned by OFAC,OFAC,Individual
Unknown,LIGHT MOON,Sanctioned by OFAC,OFAC,Vessel
Turkey,JJO GENERAL TRADING GIDA SANAYI VE TICARET ANONIM SIRKETI,Sanctioned by OFAC,OFAC,Entity
Ireland,KINAHAN ORGANIZED CRIME GROUP,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,KINAHAN,Sanctioned by OFAC,OFAC,Individual
Belarus,PUBLIC JOINT STOCK COMPANY INTEGRAL,Sanctioned by OFAC,OFAC,Entity
Turkey,GARANTI IHRACAT ITHALAT KUYUMCULUK DIS TICARET LIMITED SIRKETI,Sanctioned by OFAC,OFAC,Entity
Yemen,MOAZ ABDULLA DAEL FOR IMPORT AND EXPORT,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,AL FOULK TRADING CO. L.L.C,Sanctioned by OFAC,OFAC,Entity
Belgium,OROFINO NV,Sanctioned by OFAC,OFAC,Entity
Belarus,OJSC KB RADAR-MANAGING COMPANY HOLDING RADAR SYSTEM,Sanctioned by OFAC,OFAC,Entity
Russia,BURLINOVA,Sanctioned by OFAC,OFAC,Individual
Belarus,JSC 558 AIRCRAFT REPAIR PLANT,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,KINAHAN JUNIOR,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,MCGOVERN,Sanctioned by OFAC,OFAC,Individual
Russia,BUSINESS-FINANCE LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,DIXON,Sanctioned by OFAC,OFAC,Individual
Russia,JSC INFRAVEB,Sanctioned by OFAC,OFAC,Entity
Russia,LLC RESORT ZOLOTOE KOLTSO,Sanctioned by OFAC,OFAC,Entity
Russia,JSC RUSSIAN EXPORT CENTER,Sanctioned by OFAC,OFAC,Entity
Russia,LLC VEB VENTURES,Sanctioned by OFAC,OFAC,Entity
Russia,LLC VEB SERVICE,Sanctioned by OFAC,OFAC,Entity
Spain,CLANCY,Sanctioned by OFAC,OFAC,Individual
Russia,LLC SPECIAL ORGANIZATION FOR PROJECT FINANCE FACTORY OF PROJECT FINANCE,Sanctioned by OFAC,OFAC,Entity
Russia,LLC SIBUGLEMET GROUP,Sanctioned by OFAC,OFAC,Entity
Russia,JSC ANGSTREM-T,Sanctioned by OFAC,OFAC,Entity
Spain,MORRISSEY,Sanctioned by OFAC,OFAC,Individual
Russia,LLC NM-TEKH,Sanctioned by OFAC,OFAC,Entity
United Kingdom,NERO DRINKS COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,DUBROVINSKIY,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,HOOPOE SPORTS LLC,Sanctioned by OFAC,OFAC,Entity
Russia,KRUGOVOV,Sanctioned by OFAC,OFAC,Individual
Russia,JSC SLAVA,Sanctioned by OFAC,OFAC,Entity
Russia,GRININ,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,DUCASHEW GENERAL TRADING LLC,Sanctioned by OFAC,OFAC,Entity
Russia,JSC PFC CSKA,Sanctioned by OFAC,OFAC,Entity
Russia,LLC TORGOVY KVARTAL-NOVOSIBIRSK,Sanctioned by OFAC,OFAC,Entity
Russia,LLC BAIKAL CENTER,Sanctioned by OFAC,OFAC,Entity
Russia,LLC PROGOROD,Sanctioned by OFAC,OFAC,Entity
Russia,NIKOLAEVA,Sanctioned by OFAC,OFAC,Individual
Russia,LLC VEB.RF ASSET MANAGEMENT,Sanctioned by OFAC,OFAC,Entity
Russia,ZAKHAROV,Sanctioned by OFAC,OFAC,Individual
Russia,YERSHOV,Sanctioned by OFAC,OFAC,Individual
Russia,PODGORNOVA,Sanctioned by OFAC,OFAC,Individual
Singapore,ALEXSONG PTE LTD,Sanctioned by OFAC,OFAC,Entity
Russia,OOO NAUCHNO-TEKHNICHESKII TSENTR METROTEK,Sanctioned by OFAC,OFAC,Entity
Russia,OOO PAMKIN KHAUS,Sanctioned by OFAC,OFAC,Entity
Russia,OOO FOTON PRO,Sanctioned by OFAC,OFAC,Entity
Russia,TOPCHI,Sanctioned by OFAC,OFAC,Individual
Sudan,CENTRAL RESERVE POLICE,Sanctioned by OFAC,OFAC,Entity
South Africa,MBAGA,Sanctioned by OFAC,OFAC,Individual
South Africa,HOOMER,Sanctioned by OFAC,OFAC,Individual
Malta,MALBERG LIMITED,Sanctioned by OFAC,OFAC,Entity
Malta,BERNOVA,Sanctioned by OFAC,OFAC,Individual
Malta,SOBOLEV,Sanctioned by OFAC,OFAC,Individual
United Kingdom,DJECO GROUP LP,Sanctioned by OFAC,OFAC,Entity
South Africa,ABADIGGA,Sanctioned by OFAC,OFAC,Individual
Malta,DJECO GROUP HOLDING LTD,Sanctioned by OFAC,OFAC,Entity
Malta,MALTARENT LTD,Sanctioned by OFAC,OFAC,Entity
Russia,"LAKHTA PLAZA, OOO",Sanctioned by OFAC,OFAC,Entity
Russia,"LAKHTA PARK, OOO",Sanctioned by OFAC,OFAC,Entity
Russia,"LAKHTA PARK PREMIUM, OOO",Sanctioned by OFAC,OFAC,Entity
Russia,TOKAREVA,Sanctioned by OFAC,OFAC,Individual
France,SCI GRIBER,Sanctioned by OFAC,OFAC,Entity
Russia,"SERNIA-FILM CO, LTD",Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY OSTOZHENKA 19,Sanctioned by OFAC,OFAC,Entity
Russia,OOO SERNIYA INZHINIRING,Sanctioned by OFAC,OFAC,Entity
Croatia,KATINA DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA NEKRETNINE I UGOSTITELJSTVO,Sanctioned by OFAC,OFAC,Entity
Russia,OOO SERTAL,Sanctioned by OFAC,OFAC,Entity
Croatia,T.G.A. D.O.O. ZA TRGOVINU I USLUGE,Sanctioned by OFAC,OFAC,Entity
United Kingdom,MAJORY LLP,Sanctioned by OFAC,OFAC,Entity
United Kingdom,PHOTON PRO LLP,Sanctioned by OFAC,OFAC,Entity
Russia,OOO ROBIN TREID,Sanctioned by OFAC,OFAC,Entity
Spain,INVENTION BRIDGE SL,Sanctioned by OFAC,OFAC,Entity
Russia,TOKAREV,Sanctioned by OFAC,OFAC,Individual
Russia,PUTIN,Sanctioned by OFAC,OFAC,Individual
Russia,TATARCHENKO,Sanctioned by OFAC,OFAC,Individual
Russia,ZAMLELOVA,Sanctioned by OFAC,OFAC,Individual
Russia,POGREBENKOV,Sanctioned by OFAC,OFAC,Individual
Russia,SAENKO,Sanctioned by OFAC,OFAC,Individual
Russia,BUBNOVA,Sanctioned by OFAC,OFAC,Individual
Russia,KRANS,Sanctioned by OFAC,OFAC,Individual
Russia,BESPALOV,Sanctioned by OFAC,OFAC,Individual
Russia,KIRILLOVA,Sanctioned by OFAC,OFAC,Individual
Russia,MAKSIMENKO,Sanctioned by OFAC,OFAC,Individual
Russia,KAMYSHANOVA,Sanctioned by OFAC,OFAC,Individual
Russia,NEZHDANOVA,Sanctioned by OFAC,OFAC,Individual
Russia,ILYASHENKO,Sanctioned by OFAC,OFAC,Individual
Russia,DOROKHOVA,Sanctioned by OFAC,OFAC,Individual
Russia,GAFNER,Sanctioned by OFAC,OFAC,Individual
Russia,CHUGULEVA,Sanctioned by OFAC,OFAC,Individual
Russia,SINELIN,Sanctioned by OFAC,OFAC,Individual
Russia,KALABAYEVA,Sanctioned by OFAC,OFAC,Individual
Ukraine,GLOTOV,Sanctioned by OFAC,OFAC,Individual
Russia,ARESHEV,Sanctioned by OFAC,OFAC,Individual
Russia,"NOVILAB MOBILE, LLC",Sanctioned by OFAC,OFAC,Entity
Russia,0DAY TECHNOLOGIES,Sanctioned by OFAC,OFAC,Entity
Russia,AO NII VEKTOR,Sanctioned by OFAC,OFAC,Entity
Russia,FEDERAL STATE UNITARY ENTERPRISE CENTRAL SCIENTIFIC RESEARCH INSTITUTE OF ECONOMICS INFORMATICS AND MANAGEMENT SYSTEMS,Sanctioned by OFAC,OFAC,Entity
Russia,ZAO AKUTA,Sanctioned by OFAC,OFAC,Entity
Russia,CREDIT BANK OF MOSCOW PUBLIC JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,PANKOV,Sanctioned by OFAC,OFAC,Individual
Russia,EVKUROV,Sanctioned by OFAC,OFAC,Individual
Russia,TSALIKOV,Sanctioned by OFAC,OFAC,Individual
Russia,SHOIGU,Sanctioned by OFAC,OFAC,Individual
Russia,SADOVENKO,Sanctioned by OFAC,OFAC,Individual
Russia,ZHIDKO,Sanctioned by OFAC,OFAC,Individual
Russia,GERASIMOV,Sanctioned by OFAC,OFAC,Individual
Russia,JSC PKK MILANDR,Sanctioned by OFAC,OFAC,Entity
Russia,NURGALIEV,Sanctioned by OFAC,OFAC,Individual
Russia,SOBYANIN,Sanctioned by OFAC,OFAC,Individual
Russia,SERYSHEV,Sanctioned by OFAC,OFAC,Individual
Russia,AFONIN,Sanctioned by OFAC,OFAC,Individual
Russia,BULAVIN,Sanctioned by OFAC,OFAC,Individual
Russia,TRUTNEV,Sanctioned by OFAC,OFAC,Individual
Russia,BESSONOV,Sanctioned by OFAC,OFAC,Individual
Russia,YAKUSHEV,Sanctioned by OFAC,OFAC,Individual
Russia,KASHIN,Sanctioned by OFAC,OFAC,Individual
Russia,BEGLOV,Sanctioned by OFAC,OFAC,Individual
Russia,KOLOMEITSEV,Sanctioned by OFAC,OFAC,Individual
Russia,KURINNIY,Sanctioned by OFAC,OFAC,Individual
Russia,LAVROV,Sanctioned by OFAC,OFAC,Individual
Russia,NOVIKOV,Sanctioned by OFAC,OFAC,Individual
Russia,OSADCHIY,Sanctioned by OFAC,OFAC,Individual
Russia,TAYSAEV,Sanctioned by OFAC,OFAC,Individual
Russia,ZYUGANOV,Sanctioned by OFAC,OFAC,Individual
Russia,CHUYCHENKO,Sanctioned by OFAC,OFAC,Individual
Russia,GUTSAN,Sanctioned by OFAC,OFAC,Individual
Russia,KOMAROV,Sanctioned by OFAC,OFAC,Individual
Russia,SILUANOV,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY RVC MANAGEMENT COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,GLADKIKH,Sanctioned by OFAC,OFAC,Individual
Russia,BOBKOV,Sanctioned by OFAC,OFAC,Individual
Russia,MALEVANYY,Sanctioned by OFAC,OFAC,Individual
Russia,AO RUSSIAN HIGH TECHNOLOGIES,Sanctioned by OFAC,OFAC,Entity
Russia,OOO LAVINA PULS,Sanctioned by OFAC,OFAC,Entity
Russia,OOO ITERANET,Sanctioned by OFAC,OFAC,Entity
Russia,AO INFORUS,Sanctioned by OFAC,OFAC,Entity
Russia,MASALOVICH,Sanctioned by OFAC,OFAC,Individual
Mexico,VALENZUELA DRUG TRAFFICKING ORGANIZATION,Sanctioned by OFAC,OFAC,Entity
Mexico,RIVAS CHAIRES,Sanctioned by OFAC,OFAC,Individual
Mexico,ARAUJO PERALTA,Sanctioned by OFAC,OFAC,Individual
Mexico,"ARFEL TRANSPORTADORA COOL LOGISTIC, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"SERVICIOS DE TRANSPORTE MARUHA, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",Sanctioned by OFAC,OFAC,Entity
Mexico,"TRANSPORTES REFRIGERADOS PANDAS TRUCKING, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",Sanctioned by OFAC,OFAC,Entity
Russia,MISHUSTIN,Sanctioned by OFAC,OFAC,Individual
Russia,USMANOV,Sanctioned by OFAC,OFAC,Individual
Russia,VAINO,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,GOETZ,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,AGOR DMCC,Sanctioned by OFAC,OFAC,Entity
Unknown,DILBAR,Sanctioned by OFAC,OFAC,Vessel
Unknown,M-IABU,Sanctioned by OFAC,OFAC,Aircraft
Russia,IGNATOVA,Sanctioned by OFAC,OFAC,Individual
Seychelles,AGR INTERNATIONAL LIMITED,Sanctioned by OFAC,OFAC,Entity
Belgium,ALAXY,Sanctioned by OFAC,OFAC,Entity
Belgium,CG - VASTGOED INVEST,Sanctioned by OFAC,OFAC,Entity
Russia,SHUVALOV,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,GOETZ GOLD LLC,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,PREMIER GOLD REFINERY LLC,Sanctioned by OFAC,OFAC,Entity
Belgium,WWG DIAMONDS,Sanctioned by OFAC,OFAC,Entity
Russia,PESKOV,Sanctioned by OFAC,OFAC,Individual
Russia,SHUVALOVA,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY NEMCHINOVO INVESTMENTS,Sanctioned by OFAC,OFAC,Entity
Russia,OTKRYTYE AKTIVY OOO,Sanctioned by OFAC,OFAC,Entity
Bermuda,ALTITUDE X3 LTD,Sanctioned by OFAC,OFAC,Entity
Russia,AVANFORT OOO,Sanctioned by OFAC,OFAC,Entity
Russia,SOVA NEDVIZHIMOST OOO,Sanctioned by OFAC,OFAC,Entity
Unknown,LX-MOW,Sanctioned by OFAC,OFAC,Aircraft
Russia,FIRMA VEARDON OOO,Sanctioned by OFAC,OFAC,Entity
Russia,ZARECHE-4 OOO,Sanctioned by OFAC,OFAC,Entity
Russia,SLYUSAR,Sanctioned by OFAC,OFAC,Individual
Russia,JOINT STOCK COMPANY FEDERAL SCIENTIFIC AND PRODUCTION CENTER TITAN BARRIKADY,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT-STOCK COMPANY ODK-KUZNETSOV,Sanctioned by OFAC,OFAC,Entity
Syria,KATIBAT AL TAWHID WAL JIHAD,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY ODK-KLIMOV,Sanctioned by OFAC,OFAC,Entity
Russia,IZHEVSK UNMANNED SYSTEMS RESEARCH AND PRODUCTION ASSOCIATED LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,ODK-SATURN PUBLIC JOINT-STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,NIZHNIY NOVGOROD SOKOL AIRCRAFT MANUFACTURING PLANT,Sanctioned by OFAC,OFAC,Entity
Russia,KOMSOMOLSK-ON-AMUR AVIATION PLANT,Sanctioned by OFAC,OFAC,Entity
Russia,VSEROSSISKIY INSTITUT AVIATSIONNYKH MATERIALOV,Sanctioned by OFAC,OFAC,Entity
Russia,JSC RESEARCH AND PRODUCTION ASSOCIATION KVANT,Sanctioned by OFAC,OFAC,Entity
Russia,MAKEYEV STATE MISSILE CENTER,Sanctioned by OFAC,OFAC,Entity
Russia,KURGANMASHZAVOD,Sanctioned by OFAC,OFAC,Entity
Russia,JSC CENTRAL RESEARCH INSTITUTE OF AUTOMATION AND HYDRAULICS,Sanctioned by OFAC,OFAC,Entity
Russia,AVIASTAR-SP AIRCRAFT MANUFACTURING ENTERPRISE,Sanctioned by OFAC,OFAC,Entity
Russia,RADIOAVTOMATIKA LLC,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY RESEARCH AND PRODUCTION CORPORATION KONSTRUKTORSKOYE BYURO MASHYNOSTROYENIYA,Sanctioned by OFAC,OFAC,Entity
Russia,DESIGN BUREAU OF SPECIAL MACHINE-BUILDING,Sanctioned by OFAC,OFAC,Entity
Russia,JSC NOVOSIBIRSK AIRCRAFT PRODUCTION ASSOCIATION PLANT NAMED AFTER V.P. CHKALOV,Sanctioned by OFAC,OFAC,Entity
Russia,IRKUTSK AVIATION PLANT,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT-STOCK COMPANY ODK-UFIMSKOYE MOTOROSTROITELNOYE PRODUCTION ASSOCIATION,Sanctioned by OFAC,OFAC,Entity
Russia,THE PLANAR COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY SALAVAT CHEMICAL PLANT,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY AVANGARD,Sanctioned by OFAC,OFAC,Entity
China,"FUJIAN PROVINCIAL PINGTAN COUNTY OCEAN FISHING GROUP CO., LTD.",Sanctioned by OFAC,OFAC,Entity
"Virgin Islands, British",HEROIC TREASURE LIMITED,Sanctioned by OFAC,OFAC,Entity
"Virgin Islands, British","MARS HARVEST CO., LTD.",Sanctioned by OFAC,OFAC,Entity
Russia,KHARITONOV,Sanctioned by OFAC,OFAC,Individual
Russia,SHARGUNOV,Sanctioned by OFAC,OFAC,Individual
Russia,KUMIN,Sanctioned by OFAC,OFAC,Individual
Russia,SINELSHCHIKOV,Sanctioned by OFAC,OFAC,Individual
Russia,GLAZKOVA,Sanctioned by OFAC,OFAC,Individual
Russia,YUSHCHENKO,Sanctioned by OFAC,OFAC,Individual
Russia,MARKHAYEV,Sanctioned by OFAC,OFAC,Individual
Russia,BIFOV,Sanctioned by OFAC,OFAC,Individual
Russia,AREFYEV,Sanctioned by OFAC,OFAC,Individual
Russia,KOMOTSKY,Sanctioned by OFAC,OFAC,Individual
Russia,FILATOVA,Sanctioned by OFAC,OFAC,Individual
Russia,LEVCHENKO,Sanctioned by OFAC,OFAC,Individual
Russia,DROBOT,Sanctioned by OFAC,OFAC,Individual
Russia,BABICH,Sanctioned by OFAC,OFAC,Individual
Russia,KORNIYENKO,Sanctioned by OFAC,OFAC,Individual
Russia,GAVRILOV,Sanctioned by OFAC,OFAC,Individual
Russia,LYABIKHOV,Sanctioned by OFAC,OFAC,Individual
Russia,ISAKOV,Sanctioned by OFAC,OFAC,Individual
Russia,SULEYMANOV,Sanctioned by OFAC,OFAC,Individual
Russia,BLOTSKY,Sanctioned by OFAC,OFAC,Individual
Russia,PANTELEYEV,Sanctioned by OFAC,OFAC,Individual
Russia,KAMNEV,Sanctioned by OFAC,OFAC,Individual
Russia,VASILYEV,Sanctioned by OFAC,OFAC,Individual
Russia,IVANYUZHENKOV,Sanctioned by OFAC,OFAC,Individual
Russia,AVDEYEV,Sanctioned by OFAC,OFAC,Individual
Russia,OSTANINA,Sanctioned by OFAC,OFAC,Individual
Russia,YEZERSKY,Sanctioned by OFAC,OFAC,Individual
Russia,OBUKHOV,Sanctioned by OFAC,OFAC,Individual
Russia,PARFYONOV,Sanctioned by OFAC,OFAC,Individual
Russia,ALEKHIN,Sanctioned by OFAC,OFAC,Individual
Russia,AMMOSOV,Sanctioned by OFAC,OFAC,Individual
Russia,KAZANKOV,Sanctioned by OFAC,OFAC,Individual
Russia,MATVEYEV,Sanctioned by OFAC,OFAC,Individual
Russia,PRUSAKOVA,Sanctioned by OFAC,OFAC,Individual
Russia,SMOLIN,Sanctioned by OFAC,OFAC,Individual
Russia,SHCHAPOV,Sanctioned by OFAC,OFAC,Individual
Russia,KARGINOV,Sanctioned by OFAC,OFAC,Individual
Russia,NILOV,Sanctioned by OFAC,OFAC,Individual
Russia,SIPYAGIN,Sanctioned by OFAC,OFAC,Individual
Russia,VLASOV,Sanctioned by OFAC,OFAC,Individual
Russia,CHERNYSHOV,Sanctioned by OFAC,OFAC,Individual
Russia,SVISHCHEV,Sanctioned by OFAC,OFAC,Individual
Russia,SELEZNYOV,Sanctioned by OFAC,OFAC,Individual
Russia,PANESH,Sanctioned by OFAC,OFAC,Individual
Russia,SVISTUNOV,Sanctioned by OFAC,OFAC,Individual
Russia,NAUMOV,Sanctioned by OFAC,OFAC,Individual
Russia,KOSHELEV,Sanctioned by OFAC,OFAC,Individual
Russia,MUSATOV,Sanctioned by OFAC,OFAC,Individual
Russia,MARKOV,Sanctioned by OFAC,OFAC,Individual
Russia,SUKHAREV,Sanctioned by OFAC,OFAC,Individual
Russia,PAYKIN,Sanctioned by OFAC,OFAC,Individual
Russia,NAPSO,Sanctioned by OFAC,OFAC,Individual
Russia,DIDENKO,Sanctioned by OFAC,OFAC,Individual
Russia,ZHURAVLYEV,Sanctioned by OFAC,OFAC,Individual
Russia,LEONOV,Sanctioned by OFAC,OFAC,Individual
Russia,SEMIGIN,Sanctioned by OFAC,OFAC,Individual
Russia,TERENTYEV,Sanctioned by OFAC,OFAC,Individual
Russia,TUMUSOV,Sanctioned by OFAC,OFAC,Individual
Russia,KANOKOV,Sanctioned by OFAC,OFAC,Individual
Russia,ANANSKIKH,Sanctioned by OFAC,OFAC,Individual
Russia,REMEZKOV,Sanctioned by OFAC,OFAC,Individual
Russia,KABYSHEV,Sanctioned by OFAC,OFAC,Individual
Russia,DELYAGIN,Sanctioned by OFAC,OFAC,Individual
Russia,BURLYAYEV,Sanctioned by OFAC,OFAC,Individual
Russia,AKSAKOV,Sanctioned by OFAC,OFAC,Individual
Russia,AKSENENKO,Sanctioned by OFAC,OFAC,Individual
